,Store,UPC,CIC,Txn_Date,Net,Units,Mkdn_Amt
1455,"1,763",87999901602,85102051,9/28/2017,25,5,0
1456,"1,763",87999901417,85102733,9/29/2017,9.99,1,0
1457,"1,763",87999901602,85102051,9/29/2017,20,4,0
1458,"1,763",87999901417,85102733,9/30/2017,9.99,1,0
1459,"1,763",87999901602,85102051,9/30/2017,5,1,0
1460,"1,763",87999901417,85102733,10/1/2017,9.99,1,0
1461,"1,763",87999901602,85102051,10/2/2017,20,4,0
1462,"1,763",87999901602,85102051,10/3/2017,5,1,0
1463,"1,801",87999901602,85102051,9/20/2017,15,3,0
1464,"1,801",87999901417,85102733,9/20/2017,59.94,6,0
1465,"1,801",87999901602,85102051,9/21/2017,20,4,0
1466,"1,801",87999901417,85102733,9/21/2017,9.99,1,0
1467,"1,801",87999901602,85102051,9/22/2017,30,6,0
1468,"1,801",87999901417,85102733,9/22/2017,29.97,3,0
1469,"1,801",87999901602,85102051,9/23/2017,60,12,0
1470,"1,801",87999901417,85102733,9/23/2017,39.96,4,0
1471,"1,801",87999901602,85102051,9/24/2017,10,2,0
1472,"1,801",87999901417,85102733,9/24/2017,19.98,2,0
1473,"1,801",87999901602,85102051,9/25/2017,10,2,0
1474,"1,801",87999901602,85102051,9/26/2017,20,4,0
1475,"1,801",87999901343,85102370,9/27/2017,20,4,0
1476,"1,801",87999901602,85102051,9/27/2017,45,9,0
1477,"1,801",87999901343,85102370,9/28/2017,35,7,0
1478,"1,801",87999901602,85102051,9/28/2017,5,1,0
1479,"1,801",87999901343,85102370,9/29/2017,15,3,0
1480,"1,801",87999901602,85102051,9/30/2017,35,7,0
1481,"1,801",87999901343,85102370,10/1/2017,5,1,0
1482,"1,801",87999901602,85102051,10/1/2017,15,3,0
1483,"1,801",87999901602,85102051,10/2/2017,5,1,0
1484,"1,801",87999901602,85102051,10/3/2017,25,5,0
1485,"1,804",87999901417,85102733,9/20/2017,9.99,1,0
1486,"1,804",87999901602,85102051,9/20/2017,5,1,0
1487,"1,804",87999901417,85102733,9/21/2017,9.99,1,0
1488,"1,804",87999901602,85102051,9/21/2017,20,4,0
1489,"1,804",87999901417,85102733,9/22/2017,9.99,1,0
1490,"1,804",87999901602,85102051,9/22/2017,35,7,0
1491,"1,804",87999901602,85102051,9/23/2017,40,8,0
1492,"1,804",87999901417,85102733,9/24/2017,29.97,3,0
1493,"1,804",87999901602,85102051,9/24/2017,20,4,0
1494,"1,804",87999901602,85102051,9/25/2017,15,3,0
1495,"1,804",87999901417,85102733,9/26/2017,9.99,1,0
1496,"1,804",87999901602,85102051,9/26/2017,30,6,0
1497,"1,804",87999901602,85102051,9/27/2017,10,2,0
1498,"1,804",87999901602,85102051,9/28/2017,25,5,0
1499,"1,804",87999901602,85102051,9/29/2017,15,3,0
1500,"1,804",87999901602,85102051,9/30/2017,45,9,0
1501,"1,804",87999901602,85102051,10/1/2017,25,5,0
1502,"1,804",87999901602,85102051,10/2/2017,15,3,0
1503,"1,804",87999901602,85102051,10/3/2017,30,6,0
1504,"1,815",87999901602,85102051,9/20/2017,20,4,0
1505,"1,815",87999901417,85102733,9/20/2017,29.97,3,0
1506,"1,815",87999901602,85102051,9/21/2017,5,1,0
1507,"1,815",87999901417,85102733,9/21/2017,9.99,1,0
1508,"1,815",87999901417,85102733,9/22/2017,19.98,2,0
1509,"1,815",87999901417,85102733,9/23/2017,39.96,4,0
1510,"1,815",87999901417,85102733,9/24/2017,79.92,8,0
1511,"1,815",87999901602,85102051,9/25/2017,15,3,0
1512,"1,815",87999901417,85102733,9/25/2017,19.98,2,0
1513,"1,815",87999901602,85102051,9/26/2017,20,4,0
1514,"1,815",87999901417,85102733,9/26/2017,29.97,3,0
1515,"1,815",87999901602,85102051,9/27/2017,10,2,0
1516,"1,815",87999901417,85102733,9/27/2017,9.99,1,0
1517,"1,815",87999901602,85102051,9/28/2017,15,3,0
1518,"1,815",87999901417,85102733,9/28/2017,19.98,2,0
1519,"1,815",87999901602,85102051,9/29/2017,45,9,0
1520,"1,815",87999901417,85102733,9/29/2017,19.98,2,0
1521,"1,815",87999901602,85102051,9/30/2017,20,4,0
1522,"1,815",87999901417,85102733,9/30/2017,39.96,4,0
1523,"1,815",87999901417,85102733,10/1/2017,29.97,3,0
1524,"1,815",87999901602,85102051,10/2/2017,20,4,0
1525,"1,815",87999901602,85102051,10/3/2017,10,2,0
1526,"1,847",87999901602,85102051,9/20/2017,15,3,0
1527,"1,847",87999901417,85102733,9/20/2017,5,1,-4.99
1528,"1,847",87999901602,85102051,9/21/2017,10,2,0
1529,"1,847",87999901417,85102733,9/21/2017,10,2,-9.98
1530,"1,847",87999901602,85102051,9/22/2017,25,5,0
1531,"1,847",87999901417,85102733,9/22/2017,40.99,8,-38.93
1532,"1,847",87999901602,85102051,9/23/2017,75,15,0
1533,"1,847",87999901417,85102733,9/23/2017,14.99,2,-4.99
1534,"1,847",87999901602,85102051,9/24/2017,65,13,0
1535,"1,847",87999901417,85102733,9/24/2017,29.97,3,0
1536,"1,847",87999901602,85102051,9/25/2017,10,2,0
1537,"1,847",87999901417,85102733,9/25/2017,19.98,2,0
1538,"1,847",87999901602,85102051,9/26/2017,20,4,0
1539,"1,847",87999901417,85102733,9/26/2017,9.99,1,0
1540,"1,847",87999901602,85102051,9/27/2017,25,5,0
1541,"1,847",87999901417,85102733,9/27/2017,9.99,1,0
1542,"1,847",87999901602,85102051,9/28/2017,20,4,0
1543,"1,847",87999901417,85102733,9/28/2017,9.99,1,0
1544,"1,847",87999901343,85102370,9/29/2017,20,4,0
1545,"1,847",87999901602,85102051,9/29/2017,50,10,0
1546,"1,847",87999901417,85102733,9/29/2017,19.98,2,0
1547,"1,847",87999901343,85102370,9/30/2017,25,5,0
1548,"1,847",87999901602,85102051,9/30/2017,20,4,0
1549,"1,847",87999901417,85102733,9/30/2017,14.99,2,-4.99
1550,"1,847",87999901343,85102370,10/1/2017,25,5,0
1551,"1,847",87999901417,85102733,10/1/2017,9.99,1,0
1552,"1,847",87999901602,85102051,10/2/2017,5,1,0
1553,"1,847",87999901602,85102051,10/3/2017,25,5,0
1554,"1,880",87999901602,85102051,9/20/2017,10,2,0
1555,"1,880",87999901602,85102051,9/21/2017,25,5,0
1556,"1,880",87999901417,85102733,9/21/2017,9.99,1,0
1557,"1,880",87999901602,85102051,9/22/2017,30,6,0
1558,"1,880",87999901417,85102733,9/22/2017,29.97,3,0
1559,"1,880",87999901602,85102051,9/23/2017,15,3,0
1560,"1,880",87999901417,85102733,9/23/2017,59.94,6,0
1561,"1,880",87999901602,85102051,9/24/2017,10,2,0
1562,"1,880",87999901417,85102733,9/24/2017,39.96,4,0
1563,"1,880",87999901602,85102051,9/25/2017,20,4,0
1564,"1,880",87999901417,85102733,9/25/2017,9.99,1,0
1565,"1,880",87999901602,85102051,9/26/2017,5,1,0
1566,"1,880",87999901417,85102733,9/26/2017,29.97,3,0
1567,"1,880",87999901602,85102051,9/27/2017,40,8,0
1568,"1,880",87999901602,85102051,9/28/2017,10,2,0
1569,"1,880",87999901417,85102733,9/28/2017,34.97,4,-4.99
1570,"1,880",87999901602,85102051,9/29/2017,15,3,0
1571,"1,880",87999901417,85102733,9/29/2017,39.96,4,0
1572,"1,880",87999901602,85102051,9/30/2017,15,3,0
1573,"1,880",87999901602,85102051,10/1/2017,15,3,0
1574,"1,880",87999901602,85102051,10/2/2017,10,2,0
1575,"1,880",87999901602,85102051,10/3/2017,5,1,0
1576,"1,882",87999901417,85102733,9/20/2017,39.96,4,0
1577,"1,882",87999901602,85102051,9/20/2017,10,2,0
1578,"1,882",87999901602,85102051,9/21/2017,15,3,0
1579,"1,882",87999901417,85102733,9/22/2017,29.97,3,0
1580,"1,882",87999901602,85102051,9/22/2017,10,2,0
1581,"1,882",87999901417,85102733,9/23/2017,69.93,7,0
1582,"1,882",87999901602,85102051,9/23/2017,20,4,0
1583,"1,882",87999901417,85102733,9/24/2017,109.89,11,0
1584,"1,882",87999901602,85102051,9/24/2017,30,6,0
1585,"1,882",87999901417,85102733,9/25/2017,9.99,1,0
1586,"1,882",87999901602,85102051,9/25/2017,10,2,0
1587,"1,882",87999901602,85102051,9/26/2017,45,9,0
1588,"1,882",87999901417,85102733,9/27/2017,9.99,1,0
1589,"1,882",87999901602,85102051,9/27/2017,10,2,0
1590,"1,882",87999901602,85102051,9/28/2017,5,1,0
1591,"1,882",87999901602,85102051,9/29/2017,20,4,0
1592,"1,882",87999901602,85102051,9/30/2017,45,9,0
1593,"1,882",87999901602,85102051,10/1/2017,5,1,0
1594,"1,882",87999901602,85102051,10/2/2017,35,7,0
1595,"1,920",87999901417,85102733,9/20/2017,9.99,1,0
1596,"1,920",87999901602,85102051,9/20/2017,15,3,0
1597,"1,920",87999901417,85102733,9/21/2017,39.96,4,0
1598,"1,920",87999901602,85102051,9/21/2017,30,6,0
1599,"1,920",87999901417,85102733,9/22/2017,79.92,8,0
1600,"1,920",87999901602,85102051,9/22/2017,15,3,0
1601,"1,920",87999901417,85102733,9/23/2017,39.96,4,0
1602,"1,920",87999901602,85102051,9/23/2017,5,1,0
1603,"1,920",87999901417,85102733,9/24/2017,49.95,5,0
1604,"1,920",87999901602,85102051,9/24/2017,30,6,0
1605,"1,920",87999901417,85102733,9/25/2017,9.99,1,0
1606,"1,920",87999901602,85102051,9/25/2017,20,4,0
1607,"1,920",87999901602,85102051,9/26/2017,20,4,0
1608,"1,920",87999901417,85102733,9/27/2017,39.96,4,0
1609,"1,920",87999901602,85102051,9/27/2017,20,4,0
1610,"1,920",87999901417,85102733,9/28/2017,9.99,1,0
1611,"1,920",87999901602,85102051,9/28/2017,5,1,0
1612,"1,920",87999901417,85102733,9/29/2017,9.99,1,0
1613,"1,920",87999901602,85102051,9/29/2017,30,6,0
1614,"1,920",87999901602,85102051,9/30/2017,35,7,0
1615,"1,920",87999901602,85102051,10/1/2017,30,6,0
1616,"1,920",87999901602,85102051,10/2/2017,5,1,0
1617,"1,920",87999901602,85102051,10/3/2017,30,6,0
1618,"1,926",87999901602,85102051,9/20/2017,50,10,0
1619,"1,926",87999901417,85102733,9/20/2017,9.99,1,0
1620,"1,926",87999901602,85102051,9/21/2017,5,1,0
1621,"1,926",87999901417,85102733,9/21/2017,39.96,4,0
1622,"1,926",87999901602,85102051,9/22/2017,20,4,0
1623,"1,926",87999901417,85102733,9/22/2017,39.96,4,0
1624,"1,926",87999901602,85102051,9/23/2017,5,1,0
1625,"1,926",87999901417,85102733,9/23/2017,29.97,3,0
1626,"1,926",87999901602,85102051,9/24/2017,10,2,0
1627,"1,926",87999901417,85102733,9/24/2017,69.93,7,0
1628,"1,926",87999901602,85102051,9/25/2017,20,4,0
1629,"1,926",87999901417,85102733,9/25/2017,19.98,2,0
1630,"1,926",87999901602,85102051,9/26/2017,10,2,0
1631,"1,926",87999901417,85102733,9/26/2017,9.99,1,0
1632,"1,926",87999901602,85102051,9/27/2017,5,1,0
1633,"1,926",87999901602,85102051,9/28/2017,40,8,0
1634,"1,926",87999901602,85102051,9/30/2017,20,4,0
1635,"1,926",87999901602,85102051,10/1/2017,40,8,0
1636,"1,926",87999901602,85102051,10/2/2017,20,4,0
1637,"1,926",87999901602,85102051,10/3/2017,10,2,0
1638,"1,938",87999901602,85102051,9/20/2017,35,7,0
1639,"1,938",87999901417,85102733,9/20/2017,19.98,2,0
1640,"1,938",87999901602,85102051,9/21/2017,70,14,0
1641,"1,938",87999901417,85102733,9/21/2017,49.95,5,0
1642,"1,938",87999901602,85102051,9/22/2017,55,11,0
1643,"1,938",87999901417,85102733,9/22/2017,39.96,4,0
1644,"1,938",87999901602,85102051,9/23/2017,70,14,0
1645,"1,938",87999901417,85102733,9/23/2017,49.95,5,0
1646,"1,938",87999901602,85102051,9/24/2017,50,10,0
1647,"1,938",87999901417,85102733,9/24/2017,79.92,8,0
1648,"1,938",87999901602,85102051,9/25/2017,50,10,0
1649,"1,938",87999901417,85102733,9/25/2017,39.96,4,0
1650,"1,938",87999901602,85102051,9/26/2017,10,2,0
1651,"1,938",87999901417,85102733,9/26/2017,39.96,4,0
1652,"1,938",87999901602,85102051,9/27/2017,35,7,0
1653,"1,938",87999901417,85102733,9/27/2017,59.94,6,0
1654,"1,938",87999901602,85102051,9/28/2017,20,4,0
1655,"1,938",87999901417,85102733,9/28/2017,59.94,6,0
1656,"1,938",87999901602,85102051,9/29/2017,90,18,0
1657,"1,938",87999901417,85102733,9/29/2017,19.98,2,0
1658,"1,938",87999901602,85102051,9/30/2017,35,7,0
1659,"1,938",87999901417,85102733,9/30/2017,29.97,3,0
1660,"1,938",87999901602,85102051,10/1/2017,35,7,0
1661,"1,938",87999901417,85102733,10/1/2017,9.99,1,0
1662,"1,938",87999901602,85102051,10/2/2017,30,6,0
1663,"1,938",87999901602,85102051,10/3/2017,25,5,0
1664,"1,939",87999901602,85102051,9/20/2017,25,5,0
1665,"1,939",87999901417,85102733,9/20/2017,49.95,5,0
1666,"1,939",87999901602,85102051,9/21/2017,15,3,0
1667,"1,939",87999901417,85102733,9/21/2017,39.96,4,0
1668,"1,939",87999901602,85102051,9/22/2017,55,11,0
1669,"1,939",87999901343,85102370,9/22/2017,50,10,0
1670,"1,939",87999901602,85102051,9/23/2017,40,8,0
1671,"1,939",87999901417,85102733,9/23/2017,59.94,6,0
1672,"1,939",87999901343,85102370,9/23/2017,10,2,0
1673,"1,939",87999901602,85102051,9/24/2017,25,5,0
1674,"1,939",87999901417,85102733,9/24/2017,9.99,1,0
1675,"1,939",87999901343,85102370,9/24/2017,5,1,0
1676,"1,939",87999901417,85102733,9/25/2017,39.96,4,0
1677,"1,939",87999901602,85102051,9/26/2017,15,3,0
1678,"1,939",87999901417,85102733,9/26/2017,9.99,1,0
1679,"1,939",87999901602,85102051,9/27/2017,55,11,0
1680,"1,939",87999901602,85102051,9/28/2017,35,7,0
1681,"1,939",87999901343,85102370,9/28/2017,5,1,0
1682,"1,939",87999901602,85102051,9/29/2017,30,6,0
1683,"1,939",87999901343,85102370,9/29/2017,40,8,0
1684,"1,939",87999901602,85102051,9/30/2017,70,14,0
1685,"1,939",87999901343,85102370,9/30/2017,15,3,0
1686,"1,939",87999901602,85102051,10/1/2017,55,11,0
1687,"1,939",87999901343,85102370,10/1/2017,10,2,0
1688,"1,939",87999901602,85102051,10/2/2017,20,4,0
1689,"1,939",87999901602,85102051,10/3/2017,40,8,0
1690,"1,939",87999901343,85102370,10/3/2017,5,1,0
1691,"1,956",87999901417,85102733,9/20/2017,79.92,8,0
1692,"1,956",87999901602,85102051,9/20/2017,15,3,0
1693,"1,956",87999901667,85102937,9/20/2017,17.98,2,0
1694,"1,956",87999901417,85102733,9/22/2017,39.96,4,0
1695,"1,956",87999901602,85102051,9/22/2017,15,3,0
1696,"1,956",87999901417,85102733,9/23/2017,19.98,2,0
1697,"1,956",87999901602,85102051,9/23/2017,10,2,0
1698,"1,956",87999901417,85102733,9/24/2017,59.94,6,0
1699,"1,956",87999901602,85102051,9/24/2017,15,3,0
1700,"1,956",87999901417,85102733,9/25/2017,9.99,1,0
1701,"1,956",87999901602,85102051,9/25/2017,30,6,0
1702,"1,956",87999901602,85102051,9/26/2017,15,3,0
1703,"1,956",87999901602,85102051,9/27/2017,20,4,0
1704,"1,956",87999901602,85102051,9/28/2017,30,6,0
1705,"1,956",87999901602,85102051,9/29/2017,45,9,0
1706,"1,956",87999901602,85102051,9/30/2017,45,9,0
1707,"1,956",87999901602,85102051,10/1/2017,45,9,0
1708,"1,956",87999901602,85102051,10/2/2017,25,5,0
1709,"1,956",87999901602,85102051,10/3/2017,50,10,0
1710,"2,608",87999901602,85102051,9/20/2017,5,1,0
1711,"2,608",87999901417,85102733,9/21/2017,19.98,2,0
1712,"2,608",87999901602,85102051,9/21/2017,20,4,0
1713,"2,608",87999901417,85102733,9/22/2017,79.92,8,0
1714,"2,608",87999901602,85102051,9/22/2017,35,7,0
1715,"2,608",87999901417,85102733,9/23/2017,79.92,8,0
1716,"2,608",87999901602,85102051,9/23/2017,10,2,0
1717,"2,608",87999901417,85102733,9/24/2017,49.95,5,0
1718,"2,608",87999901602,85102051,9/24/2017,40,8,0
1719,"2,608",87999901602,85102051,9/25/2017,20,4,0
1720,"2,608",87999901602,85102051,9/26/2017,5,1,0
1721,"2,608",87999901602,85102051,9/27/2017,10,2,0
1722,"2,608",87999901602,85102051,9/28/2017,40,8,0
1723,"2,608",87999901602,85102051,9/29/2017,45,9,0
1724,"2,608",87999901602,85102051,9/30/2017,35,7,0
1725,"2,608",87999901602,85102051,10/1/2017,5,1,0
1726,"2,608",87999901602,85102051,10/2/2017,15,3,0
1727,"2,608",87999901602,85102051,10/3/2017,10,2,0
1728,"2,616",87999901417,85102733,9/20/2017,89.91,9,0
1729,"2,616",87999901343,85102370,9/20/2017,50,10,0
1730,"2,616",87999901602,85102051,9/20/2017,10,2,0
1731,"2,616",87999901417,85102733,9/21/2017,59.94,6,0
1732,"2,616",87999901343,85102370,9/21/2017,15,3,0
1733,"2,616",87999901602,85102051,9/21/2017,15,3,0
1734,"2,616",87999901417,85102733,9/22/2017,59.94,6,0
1735,"2,616",87999901602,85102051,9/22/2017,40,8,0
1736,"2,616",87999901417,85102733,9/23/2017,89.91,9,0
1737,"2,616",87999901602,85102051,9/23/2017,30,6,0
1738,"2,616",87999901417,85102733,9/24/2017,59.94,6,0
1739,"2,616",87999901602,85102051,9/24/2017,10,2,0
1740,"2,616",87999901417,85102733,9/25/2017,39.96,4,0
1741,"2,616",87999901343,85102370,9/25/2017,35,7,0
1742,"2,616",87999901602,85102051,9/25/2017,25,5,0
1743,"2,616",87999901417,85102733,9/26/2017,39.96,4,0
1744,"2,616",87999901343,85102370,9/26/2017,35,7,0
1745,"2,616",87999901602,85102051,9/26/2017,10,2,0
1746,"2,616",87999901417,85102733,9/27/2017,19.98,2,0
1747,"2,616",87999901343,85102370,9/27/2017,60,12,0
1748,"2,616",87999901602,85102051,9/27/2017,5,1,0
1749,"2,616",87999901417,85102733,9/28/2017,89.91,9,0
1750,"2,616",87999901343,85102370,9/28/2017,10,2,0
1751,"2,616",87999901602,85102051,9/28/2017,20,4,0
1752,"2,616",87999901343,85102370,9/29/2017,95,19,0
1753,"2,616",87999901602,85102051,9/29/2017,60,12,0
1754,"2,616",87999901343,85102370,9/30/2017,55,11,0
1755,"2,616",87999901602,85102051,9/30/2017,60,12,0
1756,"2,616",87999901602,85102051,10/1/2017,35,7,0
1757,"2,616",87999901343,85102370,10/2/2017,55,11,0
1758,"2,616",87999901602,85102051,10/2/2017,5,1,0
1759,"2,616",87999901343,85102370,10/3/2017,45,9,0
1760,"2,616",87999901602,85102051,10/3/2017,35,7,0
1761,"2,629",87999901602,85102051,9/20/2017,20,4,0
1762,"2,629",87999901417,85102733,9/21/2017,49.95,5,0
1763,"2,629",87999901417,85102733,9/22/2017,29.97,3,0
1764,"2,629",87999901602,85102051,9/22/2017,20,4,0
1765,"2,629",87999901417,85102733,9/23/2017,69.93,7,0
1766,"2,629",87999901602,85102051,9/23/2017,5,1,0
1767,"2,629",87999901417,85102733,9/24/2017,39.96,4,0
1768,"2,629",87999901602,85102051,9/24/2017,35,7,0
1769,"2,629",87999901417,85102733,9/25/2017,49.95,5,0
1770,"2,629",87999901602,85102051,9/25/2017,30,6,0
1771,"2,629",87999901417,85102733,9/26/2017,39.96,4,0
1772,"2,629",87999901602,85102051,9/26/2017,20,4,0
1773,"2,629",87999901417,85102733,9/27/2017,39.96,4,0
1774,"2,629",87999901602,85102051,9/27/2017,30,6,0
1775,"2,629",87999901417,85102733,9/28/2017,9.99,1,0
1776,"2,629",87999901343,85102370,9/29/2017,20,4,0
1777,"2,629",87999901417,85102733,9/29/2017,39.96,4,0
1778,"2,629",87999901602,85102051,9/29/2017,20,4,0
1779,"2,629",87999901343,85102370,9/30/2017,45,9,0
1780,"2,629",87999901417,85102733,9/30/2017,29.97,3,0
1781,"2,629",87999901602,85102051,9/30/2017,35,7,0
1782,"2,629",87999901343,85102370,10/1/2017,5,1,0
1783,"2,629",87999901602,85102051,10/1/2017,20,4,0
1784,"2,629",87999901343,85102370,10/2/2017,5,1,0
1785,"2,629",87999901602,85102051,10/2/2017,15,3,0
1786,"2,629",87999901602,85102051,10/3/2017,5,1,0
1787,"2,635",87999901602,85102051,9/20/2017,5,1,0
1788,"2,635",87999901602,85102051,9/21/2017,25,5,0
1789,"2,635",87999901417,85102733,9/21/2017,29.97,3,0
1790,"2,635",87999901602,85102051,9/22/2017,55,11,0
1791,"2,635",87999901417,85102733,9/22/2017,29.97,3,0
1792,"2,635",87999901602,85102051,9/23/2017,35,7,0
1793,"2,635",87999901417,85102733,9/23/2017,89.91,9,0
1794,"2,635",87999901602,85102051,9/24/2017,45,9,0
1795,"2,635",87999901417,85102733,9/24/2017,49.95,5,0
1796,"2,635",87999901602,85102051,9/25/2017,30,6,0
1797,"2,635",87999901602,85102051,9/26/2017,25,5,0
1798,"2,635",87999901417,85102733,9/26/2017,9.99,1,0
1799,"2,635",87999901602,85102051,9/27/2017,20,4,0
1800,"2,635",87999901602,85102051,9/28/2017,20,4,0
1801,"2,635",87999901602,85102051,9/29/2017,50,10,0
1802,"2,635",87999901417,85102733,9/29/2017,9.99,1,0
1803,"2,635",87999901602,85102051,9/30/2017,10,2,0
1804,"2,635",87999901602,85102051,10/1/2017,5,1,0
1805,"2,635",87999901417,85102733,10/1/2017,9.99,1,0
1806,"2,635",87999901602,85102051,10/3/2017,40,8,0
1807,"2,661",87999901602,85102051,9/20/2017,5,1,0
1808,"2,661",87999901417,85102733,9/21/2017,19.98,2,0
1809,"2,661",87999901602,85102051,9/21/2017,20,4,0
1810,"2,661",87999901417,85102733,9/22/2017,49.95,5,0
1811,"2,661",87999901602,85102051,9/22/2017,5,1,0
1812,"2,661",87999901417,85102733,9/23/2017,79.92,8,0
1813,"2,661",87999901602,85102051,9/23/2017,5,1,0
1814,"2,661",87999901417,85102733,9/24/2017,79.92,8,0
1815,"2,661",87999901602,85102051,9/24/2017,30,6,0
1816,"2,661",87999901417,85102733,9/25/2017,19.98,2,0
1817,"2,661",87999901602,85102051,9/25/2017,15,3,0
1818,"2,661",87999901417,85102733,9/26/2017,9.99,1,0
1819,"2,661",87999901602,85102051,9/26/2017,25,5,0
1820,"2,661",87999901602,85102051,9/27/2017,15,3,0
1821,"2,661",87999901417,85102733,9/28/2017,9.99,1,0
1822,"2,661",87999901602,85102051,9/28/2017,15,3,0
1823,"2,661",87999901417,85102733,9/29/2017,9.99,1,0
1824,"2,661",87999901602,85102051,9/29/2017,5,1,0
1825,"2,661",87999901602,85102051,9/30/2017,25,5,0
1826,"2,661",87999901417,85102733,10/1/2017,9.99,1,0
1827,"2,661",87999901602,85102051,10/1/2017,20,4,0
1828,"2,661",87999901417,85102733,10/2/2017,9.99,1,0
1829,"2,661",87999901602,85102051,10/2/2017,10,2,0
1830,"2,661",87999901343,85102370,10/3/2017,25,5,0
1831,"2,661",87999901602,85102051,10/3/2017,10,2,0
1832,"2,706",87999901417,85102733,9/20/2017,29.97,3,0
1833,"2,706",87999901417,85102733,9/21/2017,59.94,6,0
1834,"2,706",87999901417,85102733,9/22/2017,59.94,6,0
1835,"2,706",87999901602,85102051,9/22/2017,65,13,0
1836,"2,706",87999901602,85102051,9/23/2017,5,1,0
1837,"2,706",87999901417,85102733,9/24/2017,39.96,4,0
1838,"2,706",87999901417,85102733,9/25/2017,9.99,1,0
1839,"2,706",87999901602,85102051,9/25/2017,45,9,0
1840,"2,706",87999901602,85102051,9/26/2017,30,6,0
1841,"2,706",87999901417,85102733,9/27/2017,29.97,3,0
1842,"2,706",87999901602,85102051,9/27/2017,25,5,0
1843,"2,706",87999901602,85102051,9/28/2017,35,7,0
1844,"2,706",87999901417,85102733,9/29/2017,9.99,1,0
1845,"2,706",87999901602,85102051,9/29/2017,185,37,0
1846,"2,706",87999901417,85102733,9/30/2017,29.97,3,0
1847,"2,706",87999901602,85102051,9/30/2017,15,3,0
1848,"2,706",87999901417,85102733,10/1/2017,19.98,2,0
1849,"2,706",87999901602,85102051,10/1/2017,15,3,0
1850,"2,706",87999901602,85102051,10/2/2017,35,7,0
1851,"2,706",87999901602,85102051,10/3/2017,55,11,0
1852,"2,713",87999901417,85102733,9/20/2017,9.99,1,0
1853,"2,713",87999901602,85102051,9/20/2017,20,4,0
1854,"2,713",87999901417,85102733,9/21/2017,29.97,3,0
1855,"2,713",87999901602,85102051,9/21/2017,5,1,0
1856,"2,713",87999901417,85102733,9/22/2017,29.97,3,0
1857,"2,713",87999901602,85102051,9/22/2017,25,5,0
1858,"2,713",87999901417,85102733,9/23/2017,59.94,6,0
1859,"2,713",87999901602,85102051,9/23/2017,25,5,0
1860,"2,713",87999901417,85102733,9/24/2017,49.95,5,0
1861,"2,713",87999901602,85102051,9/24/2017,15,3,0
1862,"2,713",87999901417,85102733,9/25/2017,19.98,2,0
1863,"2,713",87999901602,85102051,9/25/2017,5,1,0
1864,"2,713",87999901417,85102733,9/26/2017,19.98,2,0
1865,"2,713",87999901602,85102051,9/26/2017,25,5,0
1866,"2,713",87999901417,85102733,9/27/2017,9.99,1,0
1867,"2,713",87999901602,85102051,9/27/2017,30,6,0
1868,"2,713",87999901602,85102051,9/28/2017,35,7,0
1869,"2,713",87999901602,85102051,9/29/2017,10,2,0
1870,"2,713",87999901602,85102051,9/30/2017,25,5,0
1871,"2,713",87999901602,85102051,10/1/2017,40,8,0
1872,"2,713",87999901602,85102051,10/2/2017,35,7,0
1873,"2,737",87999901602,85102051,9/20/2017,40,8,0
1874,"2,737",87999901417,85102733,9/20/2017,29.97,3,0
1875,"2,737",87999901602,85102051,9/21/2017,70,14,0
1876,"2,737",87999901417,85102733,9/21/2017,19.98,2,0
1877,"2,737",87999901602,85102051,9/22/2017,35,7,0
1878,"2,737",87999901417,85102733,9/22/2017,49.95,5,0
1879,"2,737",87999901602,85102051,9/23/2017,40,8,0
1880,"2,737",87999901417,85102733,9/23/2017,59.94,6,0
1881,"2,737",87999901602,85102051,9/24/2017,60,12,0
1882,"2,737",87999901417,85102733,9/24/2017,69.93,7,0
1883,"2,737",87999901602,85102051,9/25/2017,35,7,0
1884,"2,737",87999901417,85102733,9/25/2017,49.95,5,0
1885,"2,737",87999901602,85102051,9/26/2017,25,5,0
1886,"2,737",87999901417,85102733,9/26/2017,29.97,3,0
1887,"2,737",87999901602,85102051,9/27/2017,15,3,0
1888,"2,737",87999901417,85102733,9/27/2017,9.99,1,0
1889,"2,737",87999901602,85102051,9/28/2017,15,3,0
1890,"2,737",87999901417,85102733,9/28/2017,9.99,1,0
1891,"2,737",87999901343,85102370,9/29/2017,25,5,0
1892,"2,737",87999901602,85102051,9/29/2017,30,6,0
1893,"2,737",87999901417,85102733,9/29/2017,9.99,1,0
1894,"2,737",87999901343,85102370,9/30/2017,40,8,0
1895,"2,737",87999901602,85102051,9/30/2017,25,5,0
1896,"2,737",87999901343,85102370,10/1/2017,5,1,0
1897,"2,737",87999901602,85102051,10/1/2017,25,5,0
1898,"2,737",87999901602,85102051,10/2/2017,20,4,0
1899,"2,737",87999901602,85102051,10/3/2017,25,5,0
1900,"2,753",87999901417,85102733,9/20/2017,29.97,3,0
1901,"2,753",87999901602,85102051,9/20/2017,15,3,0
1902,"2,753",87999901417,85102733,9/21/2017,49.95,5,0
1903,"2,753",87999901602,85102051,9/21/2017,10,2,0
1904,"2,753",87999901417,85102733,9/22/2017,69.93,7,0
1905,"2,753",87999901602,85102051,9/22/2017,75,15,0
1906,"2,753",87999901417,85102733,9/23/2017,49.95,5,0
1907,"2,753",87999901602,85102051,9/23/2017,80,16,0
1908,"2,753",87999901417,85102733,9/24/2017,59.94,6,0
