Date	Price@Close
4/7/2017	52.24
4/14/2017	53.18
4/21/2017	49.62
4/28/2017	49.33
5/5/2017	46.22
5/12/2017	47.84
5/19/2017	50.33
5/26/2017	49.8
6/2/2017	47.66
6/9/2017	45.83
6/16/2017	44.74
6/23/2017	43.01
6/30/2017	46.04
7/7/2017	44.23
7/14/2017	46.54
7/21/2017	45.77
7/28/2017	49.71
8/4/2017	49.58
8/11/2017	48.82
8/18/2017	48.51
8/25/2017	47.87
9/1/2017	47.29
9/8/2017	47.48
9/15/2017	49.89
9/22/2017	50.66
9/29/2017	51.67
10/6/2017	49.29
10/13/2017	51.45
10/20/2017	51.84
10/27/2017	53.9
